X1,X2,X3,X4,X5,X6,y
0.4967141530112327,-0.011268610334701196,0.6476885381006925,1.4354957245772921,-0.23415337472333597,-0.23413695694918055,2.776992137182279
1.5792128155073915,0.9297903464238053,-0.4694743859349521,0.441356600633873,-0.46341769281246226,-0.46572975357025687,3.7442570749373174
0.24196227156603412,-1.4822317414130315,-1.7249178325130328,-0.6785505595681788,-1.0128311203344238,0.3142473325952739,3.112798275404063
-0.9080240755212109,-1.3114477761724754,1.465648768921554,-0.056633793545726674,0.06752820468792384,-1.4247481862134568,3.916046119744278
-0.5443827245251827,-0.02013847313714366,-1.1509935774223028,0.22302885876887446,-0.600638689918805,-0.2916937497932768,4.55469772202674
-0.6017066122293969,1.361481225161271,-0.013497224737933921,-0.9532895585341037,0.822544912103189,-1.2208436499710222,6.667841034779987
0.2088635950047554,-1.5259633801028694,-1.3281860488984305,0.0443565073923681,0.7384665799954104,0.1713682811899705,4.362292152865747
-0.11564828238824053,-0.26401261294907913,-1.4785219903674274,-0.7957119865919805,-0.4606387709597875,1.0571222262189157,1.8169507012712138
0.3436182895684614,-1.3417084663764949,0.324083969394795,-0.3141656554352054,-0.6769220003059587,0.6116762888408679,7.291879870710925
1.030999522495951,0.9512239997921491,-0.8392175232226385,-0.362212890588357,0.33126343140356396,0.9755451271223592,3.325900405335664
-0.47917423784528995,-0.2443620289001117,-1.1063349740060282,-1.1872194590732066,0.812525822394198,1.356240028570823,4.875077596582244
-0.07201012158033385,0.7884242939975526,0.36163602504763415,-0.5444441766398485,0.36139560550841393,1.5380365664659692,5.89017156890441
-0.03582603910995154,1.2445497168292148,-2.6197451040897444,0.477737743528727,0.08704706823817122,-0.29900735046586746,5.371181637867527
0.0917607765355023,-1.571702976373614,-0.21967188783751193,0.2994341255768206,1.477894044741516,-0.5182702182736474,7.203553623067426
-0.8084936028931876,-0.5631043554462668,0.9154021177020741,0.38741621046392344,-0.5297602037670388,0.5132674331133561,5.954706121788149
0.09707754934804039,0.7943315022959194,-0.7020530938773524,-0.36510124132572663,-0.39210815313215763,-1.4635149481321186,3.2709356032129877
0.29612027706457605,0.2680682731568267,0.00511345664246089,-0.21061707437338614,-1.4153707420504142,-0.42064532276535904,9.354699637667022
-0.3427145165267695,-0.7103647186826492,-0.16128571166600914,0.3475171999664836,1.8861859012105302,0.17457781283183896,5.3941056032843795
0.25755039072276437,-0.008046654468380897,-1.9187712152990415,-0.21573960943419934,0.06023020994102644,2.463242112485286,4.6902298599770935
-0.19236096478112252,0.2027656809106655,-0.03471176970524331,-1.055281410828103,1.1428228145150205,0.7519330326867741,6.930749976669271
0.7910319470430469,-0.5693035744271817,1.4027943109360992,-1.1213865254194428,0.5868570938002703,2.1904556258099785,5.523350779093059
-0.9905363251306883,-0.6511454487083552,0.09965136508764122,-0.4431629521958152,-1.5506634310661327,0.06856297480602733,5.787250718119447
-1.0623037137261049,0.1664132017629243,-0.9194242342338032,1.3029985410924052,-0.7832532923362371,-0.3220615162056756,9.957802334919315
0.8135172173696698,-0.8219880096732303,0.22745993460412942,1.199174472314598,-1.6074832345612275,0.1846338585323042,4.454918227869845
0.25988279424842353,0.677434856271533,-1.236950710878082,-1.312106022863657,0.5219415656168976,0.29698467323318606,4.359964437327913
0.25049285034587654,0.3272571376667559,-0.6800247215784908,0.14102585528705414,0.29307247329868125,-0.7143514180263678,5.231073770067616
1.8657745111447566,0.7522212389583813,-1.1913034972026486,0.4717678980501819,-0.9746816702273214,0.787084603742452,7.143538770474252
1.158595579007404,-0.42482673887988753,0.9633761292443218,0.4678404471672807,0.82206015999449,1.8967929826539474,2.007621251799605
-0.2453881160028705,-0.6520665546865658,-0.8895144296255233,-0.8231806994314468,-0.0771017094141042,0.3411519748166439,1.0654331357689761
0.27669079933001905,0.7170847590948228,0.01300189187790702,1.3094808586293758,-0.2646568332379561,2.720169166589619,3.8136318958533675
0.6256673477650062,-0.5605925755800247,-1.0708924980611123,0.32713592391275553,-0.2234627853258509,0.714000494092092,1.731431026279512
0.47323762457354485,0.03638439478921075,-0.846793718068405,-1.4480418740241188,-0.4465149520670211,0.8563987943234723,4.150551954008407
0.21409374413020396,-0.9537722741435497,0.173180925851182,0.3641037343410713,-0.883857436201133,0.1537251059455279,6.009582457978519
0.058208718445999896,-0.9027344945752985,0.3577873603482833,0.5404848097662392,1.083051243175277,1.053802052034903,3.2278459703810505
-1.377669367957091,-1.0257939055235163,0.5150352672086598,0.5139108825418539,0.5150476863060479,3.852731490654721,2.1336778947389585
0.570890510693167,1.0226306142831125,0.9540017634932023,0.6816523025245385,-0.3152692446403456,0.7589692204932674,5.140650223507712
-0.7728252145375718,-0.3440199282995215,-0.48536354782910346,0.025150370664779945,2.3146585666735087,-1.867265192591748,6.72789280751758
0.6862601903745135,-1.1529206588768186,-0.47193186578943347,0.9328623506916861,0.06428001909546277,-1.0777447779293061,1.6208215390072804
-0.7153037092599682,0.40061745729574705,-0.7303666317171367,0.12177606745206371,0.045571839903813784,-0.6516003476058171,6.625637316638756
2.1439440893253257,0.9359240357194741,-2.025142586657607,-0.03470537537327584,-0.661786464768388,0.852433334796224,6.633794879678738
-0.7925207384327007,-0.25029330086005935,0.5049872789804571,0.829678402651155,-1.2002964070557762,-0.3345012358409484,6.897624141350075
-0.4749453111609562,-0.6176524482911608,1.7654542402810969,0.5410289638929697,-1.2608839543350452,0.9178619470547761,7.439741597632267
2.1221561970126332,1.2504034478434443,-1.5193699659540134,-0.5877476621750276,1.2669111491866227,-0.7076694656187807,9.417387180971506
0.44381942814622843,0.7084711283727152,-0.926930471578083,-0.14626586761342836,-3.2412673400690726,-1.0243876413342898,4.271154695465737
-0.2525681513931603,-1.0487401758505117,1.6324113039316352,-1.123886109771406,-0.44004448669698376,0.13074057728609134,5.236552038711652
1.4412732890661155,-0.8604350631303285,1.1631637521549596,0.1255261301331243,-0.9815086510479509,0.46210347426327075,4.191976382679815
